age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id
53,Private,161691,HS-grad,9,Widowed,Sales,Not-in-family,Female,0,0,35,United-States,1,12530
49,State-gov,55938,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,12531
29,Federal-gov,37933,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,2174,0,40,United-States,1,12532
43,Private,260696,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,United-States,1,12533
56,Private,203580,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,35,,1,12534
44,Self-emp-not-inc,172296,Some-college,10,Separated,Sales,Unmarried,Male,0,0,60,United-States,1,12535
28,Private,70604,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,38,United-States,1,12536
45,Self-emp-not-inc,242552,12th,8,Divorced,Craft-repair,Other-relative,Male,0,0,35,United-States,1,12537
24,Private,190015,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,United-States,1,12538
24,Private,99386,Bachelors,13,Married-spouse-absent,Prof-specialty,Own-child,Female,0,0,40,United-States,1,12539
68,Self-emp-not-inc,195881,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,2414,0,40,United-States,1,12540
43,State-gov,424094,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,12541
56,Federal-gov,67153,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Portugal,0,12542
70,,54849,Doctorate,16,Married-civ-spouse,,Husband,Male,0,0,20,United-States,0,12543
44,Private,167725,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12544
58,Private,349910,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,40,United-States,0,12545
43,Self-emp-not-inc,33521,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Male,0,0,70,United-States,0,12546
52,Federal-gov,23780,Some-college,10,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,United-States,1,12547
54,Self-emp-not-inc,108933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,United-States,1,12548
39,Private,32650,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Male,0,0,60,United-States,1,12549
36,Self-emp-inc,77146,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,15024,0,45,United-States,0,12550
30,Private,609789,11th,7,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,Mexico,1,12551
48,Private,128460,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,42,United-States,0,12552
43,Private,253759,Some-college,10,Married-civ-spouse,Tech-support,Wife,Female,0,0,40,United-States,1,12553
34,Private,289984,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Female,0,0,30,United-States,1,12554
50,Private,558490,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,United-States,1,12555
24,Private,238917,5th-6th,3,Never-married,Craft-repair,Unmarried,Male,0,0,40,El-Salvador,1,12556
29,Private,331875,12th,8,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,Dominican-Republic,1,12557
38,Self-emp-not-inc,190387,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,1,12558
25,Private,178843,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,15,United-States,1,12559
46,Private,194698,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,60,United-States,1,12560
49,Private,115784,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,45,United-States,1,12561
58,Federal-gov,175873,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,12562
30,Private,306383,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,50,United-States,1,12563
23,Private,117583,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,1,12564
36,Private,139364,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,0,12565
22,Private,103277,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,20,United-States,1,12566
42,Private,154374,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,12567
18,Private,133654,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,12568
31,Private,363130,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,12569
49,Private,323773,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,Female,0,0,40,United-States,1,12570
46,Federal-gov,162187,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,12571
37,Private,117567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,12572
53,Local-gov,321770,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,Female,0,0,35,United-States,1,12573
17,Private,224073,11th,7,Never-married,Sales,Own-child,Male,0,0,20,United-States,1,12574
43,Local-gov,118853,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,4386,0,99,United-States,0,12575
29,Private,420054,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,12576
48,State-gov,44434,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,61,United-States,0,12577
56,Private,267652,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12578
35,Private,125933,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,0,12579
25,State-gov,156848,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,Male,0,0,35,United-States,1,12580
37,Local-gov,31023,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,12581
30,Private,156464,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,45,United-States,0,12582
23,Local-gov,248344,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,30,United-States,1,12583
22,Private,269474,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,10,United-States,1,12584
46,Private,164877,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,United-States,1,12585
29,,44921,HS-grad,9,Married-civ-spouse,,Wife,Female,0,0,40,United-States,1,12586
59,Private,151977,10th,6,Separated,Priv-house-serv,Not-in-family,Female,0,0,30,United-States,1,12587
35,Private,142616,HS-grad,9,Separated,Other-service,Own-child,Female,0,0,30,United-States,1,12588
32,Private,398019,7th-8th,4,Never-married,Priv-house-serv,Not-in-family,Female,0,0,15,Mexico,1,12589
22,Private,206861,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,12590
41,Private,118853,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,12591
35,Self-emp-not-inc,77146,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,2829,0,45,United-States,1,12592
46,,206357,5th-6th,3,Married-civ-spouse,,Wife,Female,0,0,40,Mexico,1,12593
44,State-gov,174325,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,40,United-States,0,12594
57,Private,266189,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,42,United-States,1,12595
41,State-gov,132551,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,35,United-States,1,12596
44,Private,175935,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,55,United-States,0,12597
60,Self-emp-not-inc,89884,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,1,12598
34,Private,195488,HS-grad,9,Separated,Adm-clerical,Own-child,Female,0,0,40,United-States,1,12599
35,Private,204527,Masters,14,Never-married,Craft-repair,Not-in-family,Male,0,0,50,United-States,0,12600
29,Self-emp-not-inc,229842,HS-grad,9,Never-married,Transport-moving,Unmarried,Male,0,0,45,United-States,1,12601
66,Federal-gov,47358,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,3471,0,40,United-States,1,12602
20,,235442,Some-college,10,Never-married,,Own-child,Male,0,0,35,United-States,1,12603
55,,136819,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,40,United-States,1,12604
31,Self-emp-not-inc,175856,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,1,12605
49,Private,196707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,7298,0,43,United-States,0,12606
44,Private,174373,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,12607
18,Private,181755,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,30,United-States,1,12608
69,Private,113035,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Female,0,0,4,United-States,1,12609
34,Private,316470,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,1,12610
65,Without-pay,172949,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,2414,0,20,United-States,1,12611
35,Private,30673,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,84,United-States,1,12612
17,Never-worked,237272,10th,6,Never-married,,Own-child,Male,0,0,30,United-States,1,12613
31,Private,119422,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,12614
60,Self-emp-inc,336188,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,80,United-States,0,12615
39,Self-emp-inc,117555,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,12616
36,Self-emp-not-inc,135416,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,50,United-States,1,12617
18,,216508,12th,8,Never-married,,Not-in-family,Male,0,0,25,United-States,1,12618
36,State-gov,223020,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,20,United-States,1,12619
25,State-gov,261979,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,12620
27,,174163,Some-college,10,Married-civ-spouse,,Wife,Female,0,0,40,United-States,0,12621
74,Private,188709,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,50,United-States,0,12622
17,,258872,11th,7,Never-married,,Own-child,Female,0,0,5,United-States,1,12623
24,Private,216129,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,United-States,1,12624
38,Self-emp-not-inc,184456,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,3464,0,80,Italy,1,12625
53,Private,215790,Some-college,10,Widowed,Adm-clerical,Other-relative,Female,0,0,22,United-States,1,12626
49,,52590,HS-grad,9,Never-married,,Not-in-family,Male,0,0,40,United-States,1,12627
41,State-gov,48997,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,12628
25,Private,192149,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,12629
31,Private,332379,7th-8th,4,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,12630
38,Private,23892,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,United-States,1,12631
44,Private,231348,Some-college,10,Divorced,Sales,Not-in-family,Male,0,0,40,United-States,1,12632
27,Private,86681,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,40,United-States,1,12633
28,Local-gov,135567,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,4101,0,60,United-States,1,12634
28,Private,309196,Bachelors,13,Never-married,Protective-serv,Not-in-family,Female,0,0,40,United-States,1,12635
25,Private,153841,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,12636
46,Private,53893,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,0,12637
31,Self-emp-not-inc,145162,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,,0,12638
55,Federal-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,12639
23,Private,112819,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,United-States,1,12640
33,Private,232356,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,1672,55,United-States,1,12641
56,Self-emp-inc,165881,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,0,12642
25,Private,208881,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,1,12643
30,Private,141118,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,12644
27,Private,160731,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,12645
63,Private,180911,11th,7,Married-civ-spouse,Protective-serv,Husband,Male,4386,0,37,United-States,0,12646
57,Private,250201,HS-grad,9,Widowed,Transport-moving,Unmarried,Male,0,0,50,United-States,1,12647
62,Private,136314,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,United-States,1,12648
40,Federal-gov,73883,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,0,12649
32,Private,161075,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,0,0,40,United-States,1,12650
37,Private,269329,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,Female,8614,0,45,United-States,0,12651
26,Private,173927,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Female,0,0,60,Jamaica,1,12652
60,Private,160625,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,5013,0,40,United-States,1,12653
51,Federal-gov,174102,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,12654
25,State-gov,295912,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,20,United-States,1,12655
21,Private,260847,Some-college,10,Never-married,Sales,Own-child,Male,0,0,30,United-States,1,12656
24,Private,215712,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,35,United-States,1,12657
32,Private,61898,11th,7,Divorced,Other-service,Unmarried,Female,0,0,15,United-States,1,12658
72,,271352,10th,6,Divorced,,Not-in-family,Male,0,0,12,United-States,1,12659
45,Private,96798,5th-6th,3,Divorced,Transport-moving,Unmarried,Male,0,0,40,United-States,1,12660
21,Private,176262,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,30,United-States,1,12661
51,State-gov,167065,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,12662
81,Private,100675,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,15,Poland,1,12663
19,,217769,Some-college,10,Never-married,,Own-child,Female,594,0,10,United-States,1,12664
29,Private,120359,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,12665
30,Private,151989,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,Female,0,0,40,United-States,1,12666
35,Private,209609,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,United-States,1,12667
25,State-gov,152503,Some-college,10,Never-married,Tech-support,Not-in-family,Male,0,0,40,United-States,1,12668
33,Private,93206,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,Philippines,1,12669
64,Federal-gov,267546,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,Female,0,0,40,United-States,0,12670
65,,174904,HS-grad,9,Separated,,Not-in-family,Female,0,0,40,United-States,1,12671
31,Private,130021,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,United-States,1,12672
40,Private,114580,HS-grad,9,Divorced,Craft-repair,Other-relative,Female,0,0,40,Vietnam,1,12673
53,Private,122412,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,12674
50,Private,40623,Some-college,10,Divorced,Sales,Not-in-family,Female,0,0,40,United-States,1,12675
34,Private,30497,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,60,United-States,0,12676
47,Private,185254,5th-6th,3,Never-married,Priv-house-serv,Own-child,Female,0,0,40,El-Salvador,1,12677
33,Private,163392,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,48,United-States,0,12678
59,Local-gov,120617,HS-grad,9,Separated,Protective-serv,Unmarried,Female,0,0,40,United-States,1,12679
37,Local-gov,117683,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,1,12680
23,Private,324960,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,40,United-States,1,12681
49,Local-gov,219021,Some-college,10,Divorced,Exec-managerial,Unmarried,Male,0,0,48,United-States,0,12682
18,,115258,11th,7,Never-married,,Own-child,Male,0,0,12,United-States,1,12683
42,Federal-gov,296798,11th,7,Never-married,Tech-support,Not-in-family,Male,0,1340,40,United-States,1,12684
34,Private,164190,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,38,United-States,0,12685
19,Private,146679,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,30,United-States,1,12686
41,Self-emp-not-inc,147110,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,25,United-States,1,12687
52,Self-emp-not-inc,185407,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,0,12688
21,,247075,HS-grad,9,Never-married,,Unmarried,Female,0,0,25,United-States,1,12689
52,Private,99736,Masters,14,Divorced,Prof-specialty,Unmarried,Male,15020,0,50,United-States,0,12690
23,Private,309580,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,12691
59,Federal-gov,23789,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,United-States,0,12692
21,Private,548303,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,Male,0,0,40,Mexico,0,12693
34,Self-emp-not-inc,321709,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Female,0,0,25,United-States,1,12694
36,Private,224531,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,United-States,1,12695
59,Self-emp-not-inc,132925,Masters,14,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,12696
35,Private,185556,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,40,United-States,0,12697
32,Private,339482,5th-6th,3,Separated,Farming-fishing,Other-relative,Male,0,0,60,Mexico,1,12698
31,Self-emp-not-inc,162551,12th,8,Married-civ-spouse,Sales,Wife,Female,0,0,50,,1,12699
55,Self-emp-not-inc,200939,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,72,United-States,1,12700
82,Self-emp-not-inc,240491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Cuba,1,12701
25,Federal-gov,366207,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,United-States,1,12702
45,Private,330087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12703
22,Local-gov,273734,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,20,United-States,1,12704
45,Private,331643,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,12705
34,Private,325658,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,12706
33,Private,203488,Some-college,10,Divorced,Sales,Not-in-family,Male,0,0,40,United-States,1,12707
19,Private,111232,12th,8,Never-married,Transport-moving,Own-child,Male,0,0,15,United-States,1,12708
36,Private,163396,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,0,12709
22,Private,198244,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,39,United-States,1,12710
57,Self-emp-inc,61885,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,0,12711
59,Private,155976,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,12712
20,Private,637080,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,25,United-States,1,12713
22,Private,216867,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Mexico,1,12714
30,Federal-gov,266463,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,12715
44,Private,191893,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,24,United-States,1,12716
23,Private,214542,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,12717
37,Private,107737,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,United-States,0,12718
50,Private,173630,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,35,United-States,1,12719
22,Private,184543,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,United-States,1,12720
43,Private,70055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,12721
39,Private,219483,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,5013,0,32,United-States,1,12722
49,Private,213431,HS-grad,9,Separated,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,12723
49,Private,101825,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,1977,40,United-States,0,12724
41,Private,157025,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Male,0,0,40,United-States,1,12725
21,Private,321666,HS-grad,9,Never-married,Craft-repair,Own-child,Male,594,0,40,United-States,1,12726
42,Private,250121,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,40,United-States,1,12727
51,Private,45599,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,12728
28,Private,185647,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,50,United-States,1,12729
35,Private,409200,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Male,0,0,40,United-States,1,12730
20,,195767,HS-grad,9,Never-married,,Own-child,Male,0,0,40,United-States,1,12731
50,Local-gov,117496,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,7298,0,30,United-States,0,12732
46,Local-gov,170092,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,43,United-States,1,12733
47,Local-gov,191389,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,35,United-States,1,12734
39,Private,22245,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Male,0,0,60,United-States,1,12735
33,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Female,0,0,40,Philippines,1,12736
39,Private,204527,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,0,12737
68,Private,163346,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,32,United-States,1,12738
64,Self-emp-not-inc,388625,10th,6,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,10,United-States,0,12739
53,Private,304504,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,1887,45,United-States,0,12740
59,Private,314149,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,0,1740,50,United-States,1,12741
24,Private,152176,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,39,United-States,1,12742
43,Private,143583,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,1,12743
30,Self-emp-not-inc,176185,Some-college,10,Married-spouse-absent,Craft-repair,Own-child,Male,0,0,60,United-States,0,12744
32,Private,231263,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,United-States,1,12745
47,Private,214702,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,37,Puerto-Rico,1,12746
38,Private,53930,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,40,,1,12747
39,Private,318452,11th,7,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,1,12748
32,Private,159589,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,50,United-States,1,12749
26,Private,210812,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,43,United-States,1,12750
30,Private,103649,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,40,United-States,1,12751
42,Private,363591,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,40,United-States,1,12752
31,Private,247328,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,3137,0,40,Mexico,1,12753
33,Private,154120,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Male,0,0,45,United-States,1,12754
40,,351161,Masters,14,Married-civ-spouse,,Husband,Male,0,0,60,United-States,0,12755
72,Private,158092,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,0,30,United-States,1,12756
35,Private,255191,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,United-States,0,12757
39,Self-emp-not-inc,148443,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,United-States,1,12758
39,Private,151248,Some-college,10,Divorced,Sales,Other-relative,Female,0,0,35,United-States,1,12759
51,Private,334679,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,12760
20,Private,275385,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Male,0,0,45,United-States,1,12761
45,Private,221780,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,30,United-States,1,12762
27,Private,369522,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,45,United-States,1,12763
38,Private,226106,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,United-States,1,12764
45,Private,174426,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12765
41,Private,159549,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,12766
27,Private,215014,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,35,Mexico,1,12767
55,Private,175071,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,40,United-States,0,12768
41,Private,187322,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,48,United-States,1,12769
22,Private,180052,Some-college,10,Never-married,Sales,Own-child,Male,0,0,20,United-States,1,12770
63,Private,101077,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,Female,0,0,35,United-States,1,12771
36,Private,189404,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1977,35,United-States,0,12772
25,Private,248612,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Male,0,0,30,United-States,1,12773
76,Private,316185,7th-8th,4,Widowed,Protective-serv,Not-in-family,Female,0,0,12,United-States,1,12774
38,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,2205,40,United-States,1,12775
34,Local-gov,231826,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,El-Salvador,1,12776
31,Private,127610,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,0,12777
38,Private,167440,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,4508,0,40,United-States,1,12778
27,Private,150958,5th-6th,3,Never-married,Farming-fishing,Unmarried,Male,0,0,48,Guatemala,1,12779
31,Private,78602,Assoc-acdm,12,Divorced,Other-service,Unmarried,Female,0,0,40,United-States,1,12780
41,Self-emp-inc,93227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,60,Taiwan,0,12781
19,Private,35865,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,30,United-States,1,12782
35,Private,166193,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Male,0,0,40,United-States,1,12783
51,Local-gov,193720,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,0,0,40,United-States,1,12784
